KECAMATAN,DESA,KAMPUNG,RT/RW,LUAS (Ha),KEWENANGAN,Bobot Kumuh,Tingkat Kekumuhan Awal,Pembagian Kawasan Kumuh,BANGUNAN-JALAN LINGKUNGAN (Unit)-KEBUTUHAN,BANGUNAN-JALAN LINGKUNGAN (Unit)-NUMERIK,BANGUNAN-RELOKASI (Ha)-KEBUTUHAN,BANGUNAN-RELOKASI (Ha)-NUMERIK,BANGUNAN-RTLH (Unit)-KEBUTUHAN,BANGUNAN-RTLH (Unit)-NUMERIK,JALAN LINGKUNGAN-JALAN BARU (M)-KEBUTUHAN,JALAN LINGKUNGAN-JALAN BARU (M)-NUMERIK,JALAN LINGKUNGAN-JALAN RUSAK (M)-KEBUTUHAN,JALAN LINGKUNGAN-JALAN RUSAK (M)-NUMERIK,AIR MINUM-SAB AKSES (KK)-KEBUTUHAN,AIR MINUM-SAB AKSES (KK)-NUMERIK,AIR MINUM-SAB KEBUTUHAN (KK)-KEBUTUHAN,AIR MINUM-SAB KEBUTUHAN (KK)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE LIMPASAN (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE LIMPASAN (M)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE BARU (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE BARU (M)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE RUSAK (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE RUSAK (M)-NUMERIK,SANITASI-SETPITENG KOMUNAL (KK)-KEBUTUHAN,SANITASI-SETPITENG KOMUNAL (KK)-NUMERIK,SANITASI-JAMBAN PRIBADI (KK)-KEBUTUHAN,SANITASI-JAMBAN PRIBADI (KK)-NUMERIK,PERSAMPAHAN-TPS/TPST (KK)-KEBUTUHAN,PERSAMPAHAN-TPS/ TPST (KK)-NUMERIK,PERSAMPAHAN-TPS3R/ BANK SAMPAH (KK) -KEBUTUHAN,PERSAMPAHAN-TPS3R/ BANK SAMPAH (KK) -NUMERIK,PROTEKSI KEBAKARAN-JALAN LINGKUNGAN/ SUMBER AIR (KK)-KEBUTUHAN,PROTEKSI KEBAKARAN-JALAN LINGKUNGAN/ SUMBER AIR (KK)-NUMERIK,PROTEKSI KEBAKARAN-APAR/ MOBIL/MOTOR DAMKAR-KEBUTUHAN,PROTEKSI KEBAKARAN-APAR/ MOBIL/MOTOR DAMKAR-NUMERIK
BINUANG,BINUANG,KP. CIREME,RT005-RW004,3.37511203126,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,0,0,0,0,3,0,0,0,397,1,173,5,101,3,0,0,254,1,193,1,4,0,4,0,173,5,173,5,173,5,120,5
BINUANG,BINUANG,KP. CIREME,RT006-RW004,1.39641648842,KAB/KOTA,29,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,0,0,0,0,4,0,0,0,42,0,91,5,0,0,0,0,300,3,161,1,8,0,8,0,91,5,91,5,91,5,68,5
BINUANG,BINUANG,KP. SAMPIRAN,RT007-RW004,4.19780059522,KAB/KOTA,27,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,0,0,0,0,3,0,0,0,282,0,101,5,0,0,0,0,156,1,156,1,0,0,0,0,101,5,101,5,101,5,82,5
BINUANG,RENGED,KP. RENGED,RT001-RW001,1.81256369385,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,1,0,0,0,3,0,0,0,900,5,104,5,0,0,0.472463499430457,1,400,1,500,3,0,0,0,0,104,5,104,5,104,0,88,5
BINUANG,RENGED,KP. RENGED,RT002-RW001,1.10921370797,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,0,0,0,0,7,0,0,0,800,5,80,5,0,0,0,0,500,5,0,0,2,0,2,0,80,5,80,5,80,0,65,5
BINUANG,RENGED,KP. RENGED,RT003-RW001,1.3499073382,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,0,0,0,0,2,0,0,0,200,1,77,5,0,0,0,0,200,3,150,1,0,0,0,0,77,5,77,5,77,0,63,5
BOJONEGARA,BOJONEGARA,KP. GUNUNG SANTRI,RT001-RW006,1.90452438353,KAB/KOTA,18,KUMUH RINGAN,Kawasan Pesisir Barat Daya,35,1,0,0,3,0,0,0,300,1,0,0,107,5,0,0,0,0,200,1,4,0,0,0,0,0,107,5,107,0,80,5
BOJONEGARA,BOJONEGARA,KP. GUNUNG SANTRI,RT002-RW006,1.75411852171,KAB/KOTA,24,KUMUH RINGAN,Kawasan Pesisir Barat Daya,19,1,0,0,2,0,0,0,350,3,0,0,96,5,0,0,0,0,480,5,0,0,0,0,0,0,96,5,96,0,75,5
BOJONEGARA,KARANG KEPUH,KP. KARANG DALAN,RT012-RW005,1.75598296784,KAB/KOTA,27,KUMUH RINGAN,Kawasan Pesisir Barat Daya,40,1,0,0,0,0,0,0,680,1,119,5,122,5,0,0,0,0,270,5,0,0,0,0,0,0,0,0,122,5,97,5
BOJONEGARA,KARANG KEPUH,KP. KARANG DALAN,RT013-RW005,3.16291736102,KAB/KOTA,29,KUMUH RINGAN,Kawasan Pesisir Barat Daya,37,1,0,0,0,0,0,0,1360,3,110,5,113,5,0,0,0,0,620,5,3,0,3,0,0,0,0,0,113,5,90,5
BOJONEGARA,MARGAGIRI,KP. SUMUR GADING,RT010-RW005,2.57167699957,KAB/KOTA,23,KUMUH RINGAN,Kawasan Pesisir Barat Daya,30,1,0,0,0,0,0,0,290,0,90,5,93,5,0,0,660,1,600,1,0,0,0,0,0,0,0,0,93,5,72,5
BOJONEGARA,PAKUNCEN,KP. KENTIR MERBO,RT005-RW002,0.932595670915,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,34,1,0,0,8,0,0,0,680,5,78,5,84,5,0,0,300,3,100,1,6,0,6,0,0,0,84,5,84,0,75,5
CARENANG,CARENANG,KP. CIGUHA,RT001-RW001,1.97868708369,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Utara,42,5,0,0,0,0,0,0,250,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,44,5,44,5,44,0,42,5
CARENANG,CARENANG,KP. CIGUHA,RT002-RW001,1.53474162409,KAB/KOTA,28,KUMUH RINGAN,Kawasan Pesisir Utara,36,5,0,0,0,0,0,0,275,3,40,5,0,0,0,0,0,0,0,0,0,0,0,0,40,5,40,5,40,0,36,5
CARENANG,CARENANG,KP. CIGUHA,RT003-RW001,2.1631976249,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Utara,46,5,0,0,0,0,0,0,115,1,48,5,0,0,0,0,0,0,0,0,0,0,0,0,48,5,48,5,48,5,0,0
CARENANG,CARENANG,KP. KEDUNG PICIS,RT009-RW001,1.41962559936,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Utara,34,5,0,0,13,1,0,0,105,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,55,5,55,5,55,5,40,5
CARENANG,MANDAYA,KP. WATGALIH,RT001-RW001,0.49679923904,PUSAT,26,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,100,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,62,5,62,5,50,5
CARENANG,MANDAYA,KP. WATGALIH,RT002-RW001,0.488938981236,PUSAT,27,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,100,1,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5,69,5,69,5,50,5
CARENANG,MANDAYA,KP. WATGALIH,RT003-RW001,1.31455643934,PUSAT,26,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,100,0,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,77,5,77,5,50,5
CARENANG,MANDAYA,KP. WATGALIH,RT004-RW001,1.91481243057,PUSAT,26,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,100,0,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,100,5,100,5,50,5
CARENANG,MANDAYA,KP.KARANGKOBONG,RT005-RW002,1.23693483856,PUSAT,32,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,150,1,250,1,0,0,0,0,0,0,200,5,0,0,0,0,0,0,108,5,108,5,108,5,50,5
CARENANG,MANDAYA,KP.KARANGKOBONG,RT006-RW002,1.26920263229,PUSAT,27,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,150,1,250,1,0,0,0,0,0,0,200,5,0,0,0,0,0,0,79,5,79,5,79,0,50,5
CARENANG,MANDAYA,KP. GARDU KISALAM,RT007-RW002,1.05449060254,PUSAT,28,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,0,0,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,123,5,123,5,50,5
CARENANG,MANDAYA,KP. MANDAYA,RT010-RW003,2.21215569638,PUSAT,27,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,250,1,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,71,5,71,5,50,5
CARENANG,MANDAYA,KP. MANDAYA,RT011-RW003,3.33890903556,PUSAT,28,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,0,0,250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,103,5,103,5,50,5
CARENANG,MANDAYA,KP. MANDAYA,RT012-RW003,2.263179403,PUSAT,28,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,0,0,250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5,69,5,69,5,50,5
CARENANG,MANDAYA,KP. MANDAYA,RT013-RW003,3.59045975816,PUSAT,28,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,0,0,200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,105,5,105,5,50,5
CARENANG,MANDAYA,KP. GARDU KISALAM,RT021-RW002,0.755999951194,PUSAT,26,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,100,0,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,119,5,119,5,50,5
CARENANG,MEKARSARI,KP. CARENANG,RT004-RW002,1.69255205525,KAB/KOTA,32,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,100,0,300,3,0,0,0,0,0,0,200,3,100,1,0,0,0,0,67,5,67,5,67,5,50,5
CARENANG,RAGAS MASIGIT,KP.BAGBAGAN,RT004-RW001,0.453172178197,KAB/KOTA,56,KUMUH SEDANG,Kawasan Pesisir Utara,24,5,0,0,20,5,0,0,550,3,14,3,24,5,0,0,230,5,0,0,24,5,24,5,24,5,24,5,24,5,24,5
CARENANG,RAGAS MASIGIT,KP. RAGAS ILIR,RT006-RW002,1.03043698575,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pesisir Utara,40,5,0,0,0,0,0,0,500,5,41,5,0,0,0,0,0,0,0,0,0,0,0,0,41,5,41,5,41,5,0,0
CARENANG,RAGAS MASIGIT,KP. RAGAS ILIR,RT007-RW002,0.84300907425,KAB/KOTA,46,KUMUH SEDANG,Kawasan Pesisir Utara,39,5,0,0,10,0,0,0,505,5,33,5,16,1,0,0,0,0,0,0,32,5,32,5,42,5,42,5,42,5,42,5
CARENANG,RAGAS MASIGIT,KP. RAGAS TEGAL,RT008-RW002,0.988395199249,KAB/KOTA,37,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,29,3,0,0,500,3,40,5,40,5,0,0,0,0,0,0,23,1,12,0,50,5,50,5,50,0,50,5
CARENANG,RAGAS MASIGIT,KP. ASTANA RAGAS,RT010-RW002,0.865360977622,KAB/KOTA,29,KUMUH RINGAN,Kawasan Pesisir Utara,18,1,0,0,0,0,0,0,200,3,55,5,0,0,0,0,0,0,150,5,0,0,0,0,55,5,55,5,55,0,46,5
CARENANG,RAGAS MASIGIT,KP. RAGAS ILIR,RT018-RW002,0.978761653846,KAB/KOTA,34,KUMUH RINGAN,Kawasan Pesisir Utara,42,5,0,0,15,1,0,0,150,1,3,0,12,1,0,0,250,5,0,0,16,1,8,0,44,5,44,5,44,5,44,5
CARENANG,RAGAS MASIGIT,KP. RAGAS TEGAL,RT027-RW002,1.22340158601,KAB/KOTA,33,KUMUH RINGAN,Kawasan Pesisir Utara,50,5,0,0,0,0,0,0,300,3,51,5,0,0,0,0,0,0,0,0,0,0,51,5,51,5,51,5,51,5,0,0
CARENANG,RAGAS MASIGIT,KP. RAGAS TEGAL,RT028-RW002,0.629277944983,KAB/KOTA,36,KUMUH RINGAN,Kawasan Pesisir Utara,32,5,0,0,24,3,0,0,651,3,14,1,18,3,0,0,0,0,0,0,17,3,7,0,32,5,21,3,32,5,32,5
CARENANG,TERAS,KP. BEBERAN,RT005-RW003,1.77856159032,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pesisir Utara,46,5,0,0,0,0,250,1,350,3,54,5,0,0,0,0,200,1,200,1,0,0,0,0,54,5,54,5,54,0,46,5
CARENANG,TERAS,KP. BEBERAN,RT006-RW003,3.6625671308,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pesisir Utara,40,5,0,0,12,1,50,0,225,3,46,5,0,0,0,0,300,1,300,1,3,0,3,0,46,5,46,5,46,0,40,5
CARENANG,WALIKUKUN,KP. KEDUNG SENTUL,RT009-RW003,0.930901951699,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pesisir Utara,41,5,0,0,20,1,670,3,0,0,0,0,56,5,0.66898593163336,3,670,3,500,1,4,0,4,0,0,0,0,0,56,5,41,5
CARENANG,WALIKUKUN,KP. KEDUNG SENTUL,RT010-RW003,1.10936567523,KAB/KOTA,27,KUMUH RINGAN,Kawasan Pesisir Utara,41,5,0,0,5,0,200,1,500,3,1,0,56,5,0.811226834077261,3,250,3,200,1,4,0,4,0,0,0,21,1,56,0,41,5
CARENANG,WALIKUKUN,KP. KEDUNG SENTUL,RT012-RW003,0.745248069416,KAB/KOTA,21,KUMUH RINGAN,Kawasan Pesisir Utara,9,1,0,0,13,1,100,1,50,0,0,0,33,3,0.634702559355595,5,200,5,0,0,2,0,2,0,0,0,0,0,50,0,35,5
CIKANDE,BAKUNG,KP. KAMURANG,RT005-RW001,1.64148637912,PROVINSI,28,KUMUH RINGAN,Kawasan Perkotaan Timur,18,1,0,0,9,0,0,0,1200,5,0,0,0,0,0,0,1200,1,1200,1,11,0,11,0,90,5,90,5,90,5,70,5
CIKANDE,BAKUNG,KP. KAMURANG,RT006-RW001,1.19334825782,PROVINSI,28,KUMUH RINGAN,Kawasan Perkotaan Timur,25,1,0,0,6,0,0,0,620,3,3,0,0,0,0,0,500,1,1100,3,7,0,7,0,101,5,101,5,101,5,77,5
CIKANDE,BAKUNG,KP. KAMURANG,RT007-RW002,1.42962933324,PROVINSI,27,KUMUH RINGAN,Kawasan Perkotaan Timur,19,1,0,0,4,0,0,0,600,1,1,0,0,0,0,0,0,0,1000,5,4,0,4,0,79,5,79,5,79,5,57,5
CIKANDE,BAKUNG,KP. KAMURANG,RT008-RW002,2.09405213371,PROVINSI,30,KUMUH RINGAN,Kawasan Perkotaan Timur,73,5,0,0,16,0,0,0,400,3,3,0,0,0,0,0,1400,1,1400,1,6,0,6,0,116,5,116,5,116,5,90,5
CIKANDE,BAKUNG,KP. KAMURANG,RT009-RW002,1.16178761511,PROVINSI,37,KUMUH RINGAN,Kawasan Perkotaan Timur,51,3,0,0,2,0,0,0,700,5,105,5,0,0,0,0,1200,1,1700,3,2,0,2,0,105,5,105,5,105,5,73,5
CIKANDE,BAKUNG,KP. KAMURANG,RT010-RW002,0.978970102824,PROVINSI,27,KUMUH RINGAN,Kawasan Perkotaan Timur,51,3,0,0,15,0,0,0,220,1,5,0,0,0,0,0,0,0,900,3,6,0,6,0,97,5,97,5,97,5,77,5
CIKANDE,BAKUNG,KP. KAMURANG,RT016-RW002,2.40502395727,PROVINSI,29,KUMUH RINGAN,Kawasan Perkotaan Timur,82,3,0,0,17,0,0,0,1000,1,0,0,0,0,0,0,0,0,2000,5,12,0,12,0,137,5,137,5,137,5,111,5
CIKANDE,CIKANDE,KP. BOJONG NEROS,RT001-RW002,1.55139990625,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Timur,14,1,0,0,3,0,0,0,100,0,27,1,0,0,0,0,0,0,300,5,0,0,0,0,60,5,60,5,60,0,53,5
CIKANDE,CIKANDE,KP. BARU,RT002-RW002,2.86951028313,KAB/KOTA,24,KUMUH RINGAN,Kawasan Perkotaan Timur,16,1,0,0,3,0,0,0,0,0,61,3,0,0,0,0,0,0,600,5,2,0,2,0,89,5,89,5,89,0,60,5
CIKANDE,GEMBOR UDIK,KP. BADAK KULON,RT010-RW003,1.09693327539,KAB/KOTA,26,KUMUH RINGAN,Kawasan Perkotaan Timur,10,1,0,0,3,0,0,0,50,0,37,5,0,0,0,0,0,0,50,5,2,0,2,0,37,5,37,5,37,0,32,5
CIKANDE,GEMBOR UDIK,KP. BADAK MASJID,RT011-RW004,2.33487943277,KAB/KOTA,28,KUMUH RINGAN,Kawasan Perkotaan Timur,13,0,0,0,8,0,0,0,400,3,57,5,0,0,0,0,0,0,200,5,7,0,7,0,62,5,62,5,62,0,55,5
CIKANDE,GEMBOR UDIK,KP. BADAK MASJID,RT012-RW004,2.45500556372,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Timur,18,1,0,0,4,0,0,0,250,1,7,0,0,0,0,0,0,0,600,5,0,0,0,0,101,5,101,5,101,0,70,5
CIKANDE,GEMBOR UDIK,KP. KARANG JETAK,RT013-RW004,1.49462267918,KAB/KOTA,27,KUMUH RINGAN,Kawasan Perkotaan Timur,13,1,0,0,6,0,0,0,300,1,57,5,0,0,0,0,0,0,200,5,13,0,13,0,57,5,57,5,57,0,50,5
CIKANDE,JULANG,KP. PASIR TANJUNG,RT015-RW004,1.34883849705,KAB/KOTA,24,KUMUH RINGAN,Kawasan Perkotaan Timur,15,1,0,0,3,0,0,0,400,3,2,0,0,0,0,0,0,0,200,5,4,0,4,0,87,5,87,5,87,0,56,5
CIKANDE,JULANG,KP. MASJID,RT016-RW004,1.90944922586,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Timur,33,1,0,0,0,0,0,0,200,1,1,0,0,0,0,0,0,0,300,5,0,0,0,0,87,5,87,5,87,0,76,5
CIKANDE,JULANG,KP. PASIR TANJUNG,RT020-RW004,1.90426707192,KAB/KOTA,25,KUMUH RINGAN,Kawasan Perkotaan Timur,17,0,0,0,4,0,0,0,150,0,5,0,0,0,0,0,0,0,500,5,5,0,5,0,103,5,103,5,103,5,80,5
CIKANDE,JULANG,KP. MASJID,RT021-RW004,1.40199187956,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Timur,25,1,0,0,4,0,0,0,200,1,29,0,0,0,0,0,0,0,400,5,1,0,1,0,117,5,117,5,117,0,80,5
CIKANDE,KAMURANG,KP.JAMBAGAN,RT002-RW003,2.82635516839,KAB/KOTA,30,KUMUH RINGAN,Kawasan Perkotaan Timur,34,1,0,0,26,1,0,0,500,3,3,0,0,0,0,0,0,0,500,5,15,0,15,0,145,5,145,5,145,5,100,5
CIKANDE,KAMURANG,KP.MALIAS WETAN,RT003-RW002,1.59269428481,KAB/KOTA,24,KUMUH RINGAN,Kawasan Perkotaan Timur,18,1,0,0,7,0,0,0,300,3,15,0,0,0,0,0,0,0,400,5,0,0,0,0,73,5,73,5,73,0,55,5
CIKANDE,KAMURANG,KP.MALIAS WETAN,RT004-RW002,2.44189808473,KAB/KOTA,32,KUMUH RINGAN,Kawasan Perkotaan Timur,29,1,0,0,8,0,0,0,300,1,117,5,0,0,0,0,0,0,400,5,0,0,0,0,117,5,117,5,117,5,80,5
CIKANDE,KOPER,KP. GEMPOL DAMPIT,RT002-RW003,4.36570857745,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,100,5,0,0,5,0,0,0,500,1,0,0,0,0,0,0,0,0,2950,5,8,0,8,0,172,5,172,5,172,5,119,5
CIKANDE,KOPER,KP. GEMPOL DAMPIT,RT003-RW003,2.09182874602,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,71,5,0,0,4,0,0,0,450,1,114,5,0,0,0,0,0,0,1500,5,5,0,5,0,117,5,117,5,117,0,88,5
CIKANDE,KOPER,KP. SEMA,RT004-RW004,3.18495607843,KAB/KOTA,36,KUMUH RINGAN,Kawasan Perkotaan Timur,105,5,0,0,11,0,0,0,1200,1,186,5,0,0,0,0,0,0,2500,5,8,0,8,0,187,5,187,5,187,5,133,5
CIKANDE,SITUTERATE,KP. GEDONG BURUNG,RT002-RW002,1.83974640682,KAB/KOTA,26,KUMUH RINGAN,Kawasan Perkotaan Timur,16,1,0,0,6,0,0,0,100,0,59,5,0,0,0,0,0,0,100,5,2,0,2,0,67,5,67,5,67,0,60,5
CIKANDE,SITUTERATE,KP. GEDONG BURUNG,RT005-RW002,1.05373967396,KAB/KOTA,20,KUMUH RINGAN,Kawasan Perkotaan Timur,4,0,0,0,0,0,0,0,70,0,31,5,0,0,0,0,0,0,50,0,0,0,0,0,31,5,31,5,31,0,27,5
CIKANDE,SITUTERATE,KP. GEDONG BURUNG,RT006-RW002,0.694789926755,KAB/KOTA,25,KUMUH RINGAN,Kawasan Perkotaan Timur,10,0,0,0,6,0,0,0,100,0,82,5,0,0,0,0,0,0,500,5,0,0,0,0,89,5,89,5,89,0,60,5
CIKANDE,SUKATANI,KP. SAGA MASJID,RT002-RW001,1.79991970156,KAB/KOTA,25,KUMUH RINGAN,Kawasan Perkotaan Timur,53,3,0,0,10,0,0,0,200,0,27,1,0,0,0,0,0,0,500,1,3,0,3,0,105,5,105,5,105,5,70,5
CIKANDE,SUKATANI,KP. SAGA MASJID,RT003-RW001,1.2618304638,KAB/KOTA,25,KUMUH RINGAN,Kawasan Perkotaan Timur,39,5,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,200,5,1,0,1,0,72,5,72,5,72,0,51,5
CIKANDE,SUKATANI,KP. SUKA RAME,RT004-RW001,2.78218810346,KAB/KOTA,21,KUMUH RINGAN,Kawasan Perkotaan Timur,45,5,0,0,1,0,0,0,200,0,1,0,0,0,0,0,0,0,500,1,0,0,0,0,66,5,66,5,66,0,59,5
CIKANDE,SUKATANI,KP. SUKA RAME,RT005-RW001,0.597196999945,KAB/KOTA,23,KUMUH RINGAN,Kawasan Perkotaan Timur,23,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,60,5,0,0,0,0,49,5,49,5,49,0,38,5
CIKANDE,SUKATANI,KP. SUKA RAME,RT007-RW001,1.06374334539,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Timur,9,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,500,5,0,0,0,0,25,5,25,5,25,0,20,5
CIKEUSAL,CIKEUSAL,KP. PENENJOAN,RT008-RW002,2.19478918222,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,51,5,0,0,6,0,0,0,500,5,26,1,0,0,0,0,200,5,0,0,0,0,0,0,79,5,79,5,79,0,51,5
CIKEUSAL,DAHU,KP. PASIR MANGGU,RT001-RW001,3.39289983129,PROVINSI,23,KUMUH RINGAN,Kawasan Perkotaan Timur,0,0,0,0,3,0,100,0,700,3,21,0,0,0,0,0,700,5,0,0,8,0,8,0,95,5,95,5,95,0,95,5
CIKEUSAL,DAHU,KP. PASIR MANGGU,RT002-RW001,1.5435684261,PROVINSI,20,KUMUH RINGAN,Kawasan Perkotaan Timur,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,150,3,100,1,0,0,0,0,45,5,45,5,45,0,35,5
CIKEUSAL,DAHU,KP. PASIR MANGGU,RT003-RW001,1.89705170959,PROVINSI,20,KUMUH RINGAN,Kawasan Perkotaan Timur,0,0,0,0,4,0,100,0,250,1,9,0,0,0,0,0,100,1,200,3,0,0,0,0,73,5,73,5,73,0,57,5
CIKEUSAL,DAHU,KP. PASIR MANGGU,RT004-RW002,1.10798118407,PROVINSI,22,KUMUH RINGAN,Kawasan Perkotaan Timur,0,0,0,0,3,0,150,0,400,1,18,1,0,0,0,0,100,5,0,0,2,0,2,0,54,5,54,5,54,0,42,5
CIKEUSAL,DAHU,KP. PASIR MANGGU,RT005-RW002,1.8257100803,PROVINSI,30,KUMUH RINGAN,Kawasan Perkotaan Timur,0,0,0,0,4,0,400,1,100,0,18,0,79,5,0,0,200,3,100,1,3,0,3,0,79,5,79,5,79,5,60,5
CIKEUSAL,DAHU,KP. PASIR MANGGU,RT006-RW002,2.69605881527,PROVINSI,32,KUMUH RINGAN,Kawasan Perkotaan Timur,0,0,0,0,6,0,300,1,400,1,0,0,84,5,0,0,200,5,0,0,1,0,1,0,84,5,84,5,84,5,68,5
CIKEUSAL,MONGPOK,KP. JEGOG,RT009-RW002,1.65177182089,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Timur,0,0,0,0,1,0,200,1,300,1,15,0,0,0,0,0,800,5,0,0,5,0,5,0,83,5,83,5,83,0,61,5
CIKEUSAL,SUKAMAJU,KP. PASIR,RT001-RW002,2.51720486665,KAB/KOTA,30,KUMUH RINGAN,Kawasan Perkotaan Timur,8,0,0,0,0,0,0,0,600,5,15,0,0,0,0,0,150,5,0,0,0,0,0,0,65,5,65,5,65,5,52,5
CIKEUSAL,SUKAMAJU,KP. PASIR,RT002-RW002,2.37163773889,KAB/KOTA,23,KUMUH RINGAN,Kawasan Perkotaan Timur,11,0,0,0,4,0,500,1,800,3,21,0,0,0,0,0,600,3,400,1,1,0,1,0,93,5,93,5,93,0,76,5
CIKEUSAL,SUKAMAJU,KP. PASIR,RT003-RW002,1.70518507897,KAB/KOTA,26,KUMUH RINGAN,Kawasan Perkotaan Timur,10,0,0,0,1,0,300,1,700,3,0,0,0,0,0,0,300,1,300,1,6,0,6,0,91,5,91,5,91,5,67,5
CIKEUSAL,SUKAMAJU,KP. PASIR,RT005-RW002,1.51024099038,KAB/KOTA,28,KUMUH RINGAN,Kawasan Perkotaan Timur,8,0,0,0,0,0,200,1,250,1,15,1,0,0,0,0,200,5,0,0,0,0,0,0,53,5,53,5,53,5,42,5
CIKEUSAL,SUKAMAJU,KP. PASIR,RT006-RW002,0.753442344363,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Timur,5,0,0,0,1,0,0,0,200,1,14,1,0,0,0,0,100,5,0,0,0,0,0,0,48,5,48,5,48,0,38,5
CIKEUSAL,SUKARATU,KP. PABUARAN BARAT,RT003-RW005,2.41597408145,KAB/KOTA,26,KUMUH RINGAN,Kawasan Perkotaan Timur,4,0,0,0,3,0,50,0,600,5,21,1,0,0,0,0,200,5,0,0,0,0,0,0,64,5,64,5,64,0,53,5
CIKEUSAL,SUKARATU,KP. PABUARAN BARAT,RT011-RW005,5.49924991261,KAB/KOTA,23,KUMUH RINGAN,Kawasan Perkotaan Timur,11,0,0,0,4,0,200,0,900,3,42,1,0,0,0,0,300,3,200,1,3,0,3,0,144,5,144,5,144,0,114,5
CINANGKA,BANTARWANGI,KP. KADU PEUTEUY,RT001-RW003,1.14253367878,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Barat,9,0,0,0,14,1,0,0,0,0,48,5,26,3,0,0,0,0,0,0,12,1,12,1,48,5,48,5,48,0,45,5
