KECAMATAN,DESA,KAMPUNG,RT/RW,LUAS (Ha),KEWENANGAN,Bobot Kumuh,Tingkat Kekumuhan Awal,Pembagian Kawasan Kumuh,BANGUNAN-JALAN LINGKUNGAN (Unit)-KEBUTUHAN,BANGUNAN-JALAN LINGKUNGAN (Unit)-NUMERIK,BANGUNAN-RELOKASI (Ha)-KEBUTUHAN,BANGUNAN-RELOKASI (Ha)-NUMERIK,BANGUNAN-RTLH (Unit)-KEBUTUHAN,BANGUNAN-RTLH (Unit)-NUMERIK,JALAN LINGKUNGAN-JALAN BARU (M)-KEBUTUHAN,JALAN LINGKUNGAN-JALAN BARU (M)-NUMERIK,JALAN LINGKUNGAN-JALAN RUSAK (M)-KEBUTUHAN,JALAN LINGKUNGAN-JALAN RUSAK (M)-NUMERIK,AIR MINUM-SAB AKSES (KK)-KEBUTUHAN,AIR MINUM-SAB AKSES (KK)-NUMERIK,AIR MINUM-SAB KEBUTUHAN (KK)-KEBUTUHAN,AIR MINUM-SAB KEBUTUHAN (KK)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE LIMPASAN (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE LIMPASAN (M)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE BARU (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE BARU (M)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE RUSAK (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE RUSAK (M)-NUMERIK,SANITASI-SETPITENG KOMUNAL (KK)-KEBUTUHAN,SANITASI-SETPITENG KOMUNAL (KK)-NUMERIK,SANITASI-JAMBAN PRIBADI (KK)-KEBUTUHAN,SANITASI-JAMBAN PRIBADI (KK)-NUMERIK,PERSAMPAHAN-TPS/TPST (KK)-KEBUTUHAN,PERSAMPAHAN-TPS/ TPST (KK)-NUMERIK,PERSAMPAHAN-TPS3R/ BANK SAMPAH (KK) -KEBUTUHAN,PERSAMPAHAN-TPS3R/ BANK SAMPAH (KK) -NUMERIK,PROTEKSI KEBAKARAN-JALAN LINGKUNGAN/ SUMBER AIR (KK)-KEBUTUHAN,PROTEKSI KEBAKARAN-JALAN LINGKUNGAN/ SUMBER AIR (KK)-NUMERIK,PROTEKSI KEBAKARAN-APAR/ MOBIL/MOTOR DAMKAR-KEBUTUHAN,PROTEKSI KEBAKARAN-APAR/ MOBIL/MOTOR DAMKAR-NUMERIK
CINANGKA,BANTARWANGI,KP. KADU BAWANG,RT003-RW003,1.29895392048,KAB/KOTA,33,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,22,1,0,0,80,0,54,5,0,0,0,0,350,5,0,0,19,1,19,1,54,5,54,5,54,5,51,5
CINANGKA,BAROS JAYA,KP. MENDONG,RT001-RW001,1.5066067659,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,4,0,0,0,3,0,0,0,350,3,19,1,18,1,0,0,100,5,0,0,1,0,1,0,51,5,51,5,51,0,40,5
CINANGKA,BAROS JAYA,KP. MENDONG,RT002-RW001,2.49586830141,KAB/KOTA,21,KUMUH RINGAN,Kawasan Pesisir Barat,6,0,0,0,3,0,0,0,200,1,0,0,11,0,0,0,300,5,0,0,6,0,6,0,50,5,50,5,50,0,41,5
CINANGKA,BAROS JAYA,KP. MENDONG,RT003-RW001,0.904882317853,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Barat,8,0,0,0,13,1,0,0,580,3,27,1,30,3,0,0,350,3,0,0,9,0,9,0,56,5,56,5,56,0,49,5
CINANGKA,BULAKAN,KP. BABAKAN,RT003-RW006,7.45154029483,KAB/KOTA,21,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,11,0,0,0,340,0,57,3,64,3,0,0,0,0,0,0,14,0,14,0,108,5,108,5,108,0,91,5
CINANGKA,CIKOLELET,KP. BARU JALAN,RT001-RW004,1.54724973292,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,1,0,0,0,3,0,0,0,0,0,44,5,44,5,0,0,0,0,0,0,5,0,5,0,44,5,44,5,44,0,38,5
CINANGKA,CIKOLELET,KP. BARU DALAM,RT001-RW010,1.21523146975,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,5,0,0,0,0,0,59,5,59,5,0,0,350,3,0,0,21,1,21,1,59,5,59,5,59,0,47,5
CINANGKA,CIKOLELET,KP. BARU JALAN,RT002-RW004,2.28637172828,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,4,0,0,0,6,0,0,0,50,0,58,5,58,5,0,0,0,0,0,0,7,0,7,0,58,5,58,5,58,0,46,5
CINANGKA,CINANGKA,KP. KOPIBERA,RT001-RW003,1.80878158915,PUSAT,25,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,4,0,0,0,0,0,66,5,66,5,0,0,0,0,0,0,4,0,4,0,66,5,66,5,66,0,59,5
CINANGKA,CINANGKA,KP. KOPIBARU,RT002-RW002,3.33456687897,PUSAT,23,KUMUH RINGAN,Kawasan Pesisir Barat,4,0,0,0,3,0,0,0,415,3,82,5,82,5,0,0,0,0,0,0,4,0,4,0,82,5,0,0,82,0,70,5
CINANGKA,CINANGKA,KP. KOPIBERA,RT002-RW003,1.21092287202,PUSAT,25,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,7,0,0,0,375,5,0,0,61,5,0,0,0,0,0,0,7,0,7,0,61,5,61,5,61,0,49,5
CINANGKA,CINANGKA,KP. KOPIBERA,RT003-RW003,2.48296933964,PUSAT,32,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,11,0,0,0,770,5,99,5,23,0,0,0,0,0,0,0,42,1,42,1,104,5,104,5,104,5,83,5
CINANGKA,CINANGKA,KP. KOPIBARU,RT004-RW002,1.68176306396,PUSAT,35,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,3,0,0,0,500,5,93,5,93,5,0,0,0,0,0,0,6,0,6,0,99,5,99,5,99,5,79,5
CINANGKA,CINANGKA,KP. KOPIBERA,RT004-RW003,2.36041400206,PUSAT,24,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,5,0,0,0,315,5,58,3,34,1,0,0,0,0,0,0,8,0,8,0,77,5,77,5,77,0,65,5
CINANGKA,CINANGKA,KP. KOPIBERA,RT005-RW003,4.90808189497,PUSAT,19,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,8,0,0,0,120,0,84,3,40,1,0,0,0,0,0,0,3,0,3,0,113,5,113,5,113,0,98,5
CINANGKA,KAMASAN,KP. KAMASAN,RT001-RW002,1.10819980733,PROVINSI,36,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,3,0,0,0,210,5,17,1,54,5,0,0,100,5,0,0,1,0,2,0,54,5,54,5,54,5,44,5
CINANGKA,KAMASAN,KP. KAMASAN,RT002-RW002,0.45278297099,PROVINSI,36,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,3,0,0,0,200,5,18,1,54,5,0,0,100,5,0,0,1,0,2,0,54,5,54,5,54,5,43,5
CINANGKA,KAMASAN,KP. KAMASAN,RT003-RW002,1.1778005519,PROVINSI,35,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,3,0,0,0,250,5,77,5,7,0,0,0,100,5,0,0,1,0,3,0,77,5,77,5,77,5,59,5
CINANGKA,KAMASAN,KP. KAMASAN,RT004-RW002,0.890999941551,PROVINSI,21,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,0,0,0,0,205,1,6,0,0,0,0,0,100,5,0,0,0,0,0,0,69,5,69,5,69,0,54,5
CINANGKA,KAMASAN,KP. KAMASAN,RT005-RW002,1.17759385998,PROVINSI,18,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,3,0,0,0,170,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,67,5,67,0,53,5
CINANGKA,KAMASAN,KP. KAMASAN,RT006-RW002,0.921507399734,PROVINSI,29,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,2,0,0,0,175,3,13,1,44,5,0,0,100,5,0,0,1,0,2,0,44,5,44,5,44,0,36,5
CINANGKA,KAMASAN,KP. KAMASAN,RT007-RW002,0.687272198575,PROVINSI,33,KUMUH RINGAN,Kawasan Pesisir Barat,4,0,0,0,3,0,0,0,140,3,47,5,44,5,0,0,0,0,0,0,1,0,2,0,57,5,57,5,57,5,47,5
CINANGKA,KAMASAN,KP. KAMASAN,RT008-RW002,2.31583352869,PROVINSI,23,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,0,0,0,0,250,3,25,0,0,0,0,0,100,5,0,0,0,0,0,0,122,5,122,5,122,0,97,5
CINANGKA,KAMASAN,KP. KAMASAN,RT009-RW002,2.7321325871,PROVINSI,21,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,0,0,0,0,240,1,9,0,0,0,0,0,150,5,0,0,0,0,0,0,99,5,99,5,99,0,79,5
CINANGKA,KAMASAN,KP. KAMASAN,RT010-RW002,1.26441975922,PROVINSI,21,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,0,0,0,0,185,1,0,0,0,0,0,0,100,5,0,0,0,0,0,0,36,5,36,5,36,0,30,5
CINANGKA,KARANG SURAGA,KP. CIPACUNG LANDEUH,RT029-RW007,2.52393611687,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,1,0,0,0,5,0,0,0,0,0,5,0,47,5,0,0,700,5,0,0,3,0,3,0,53,5,53,5,53,0,50,5
CINANGKA,KUBANG BAROS,KP. SIDAYUN,RT001-RW011,2.20090510981,KAB/KOTA,29,KUMUH RINGAN,Kawasan Pesisir Barat,32,1,0,0,46,3,0,0,610,3,29,1,29,1,0,0,700,5,40,0,9,0,9,0,110,5,110,5,110,0,90,5
CINANGKA,KUBANG BAROS,KP. KADU KALASI,RT002-RW011,0.928955400203,KAB/KOTA,32,KUMUH RINGAN,Kawasan Pesisir Barat,31,3,0,0,41,5,400,1,490,1,0,0,0,0,0,0,730,5,0,0,17,1,17,1,59,5,59,5,59,0,53,5
CINANGKA,MEKARSARI,KP. CIBONGKOK,RT006-RW002,2.10269898565,KAB/KOTA,24,KUMUH RINGAN,Kawasan Pesisir Barat,15,0,0,0,5,0,0,0,615,1,0,0,134,5,0,0,250,3,0,0,10,0,10,0,134,5,134,5,134,0,100,5
CINANGKA,PASAURAN,KP. LEUWI URUG,RT008-RW004,2.10214110681,KAB/KOTA,23,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,12,0,0,0,350,1,63,5,0,0,0,0,0,0,0,0,17,1,17,1,63,5,63,5,63,0,59,5
CINANGKA,PASAURAN,KP. LEUWI URUG,RT009-RW004,1.49310667204,KAB/KOTA,32,KUMUH RINGAN,Kawasan Pesisir Barat,9,0,0,0,18,1,460,0,660,1,73,5,48,3,0,0,700,5,40,0,20,1,20,1,73,5,73,5,73,0,65,5
CINANGKA,RANCASANGGAL,KP. KAJAROAN,RT001-RW004,1.60448565317,KAB/KOTA,29,KUMUH RINGAN,Kawasan Pesisir Barat,15,1,0,0,7,0,0,0,330,3,51,5,0,0,0,0,1200,5,0,0,6,0,6,0,51,5,51,5,51,0,46,5
CINANGKA,RANCASANGGAL,KP. KAJAROAN,RT002-RW004,1.01932533359,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Barat,3,0,0,0,6,0,0,0,170,1,0,0,56,5,0,0,400,5,0,0,8,0,8,0,56,5,56,5,56,0,39,5
CINANGKA,RANCASANGGAL,KP. KAJAROAN,RT003-RW004,1.6462799267,KAB/KOTA,40,KUMUH SEDANG,Kawasan Pesisir Barat,42,3,0,0,41,3,0,0,315,1,49,3,0,0,0,0,550,5,0,0,51,5,51,5,67,5,67,5,67,0,62,5
CINANGKA,RANCASANGGAL,KP. PABUARAN,RT004-RW003,1.54678300014,KAB/KOTA,29,KUMUH RINGAN,Kawasan Pesisir Barat,21,1,0,0,8,0,0,0,400,3,77,5,0,0,0,0,950,5,0,0,2,0,2,0,77,5,77,5,77,0,71,5
CINANGKA,RANCASANGGAL,KP. PABUARAN,RT005-RW003,0.962324571199,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pesisir Barat,27,3,0,0,7,0,0,0,220,1,49,5,0,0,0,0,380,5,0,0,15,1,15,1,49,5,49,5,49,0,42,5
CINANGKA,SINDANGLAYA,KP. KADU BAJO,RT005-RW002,4.43585771929,KAB/KOTA,18,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,5,0,0,0,570,3,0,0,0,0,0,0,0,0,0,0,27,0,27,0,212,5,212,5,212,0,164,5
CINANGKA,UMBUL TANJUNG,KP. PASAURAN,RT001-RW001,1.61357713647,KAB/KOTA,23,KUMUH RINGAN,Kawasan Pesisir Barat,6,0,0,0,19,1,0,0,0,0,70,5,0,0,0,0,0,0,0,0,22,1,22,1,70,5,70,5,70,0,59,5
CINANGKA,UMBUL TANJUNG,KP. PASAURAN,RT002-RW001,1.19689323504,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,3,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,100,5,0,0,0,0,0,0,55,5,55,5,55,0,50,5
CINANGKA,UMBUL TANJUNG,KP. PASAURAN,RT003-RW001,0.976144678352,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,8,0,0,0,0,0,47,5,0,0,0,0,0,0,105,5,0,0,0,0,56,5,56,5,56,0,49,5
CINANGKA,UMBUL TANJUNG,KP. PASAURAN,RT004-RW002,1.29117584671,KAB/KOTA,20,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,11,0,0,0,0,0,66,5,0,0,0,0,0,0,0,0,6,0,6,0,66,5,66,5,66,0,61,5
CINANGKA,UMBUL TANJUNG,KP. PASAURAN,RT005-RW002,0.646762681369,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,0,0,0,0,0,0,70,5,0,0,0,0,0,0,0,0,13,0,13,0,70,5,70,5,70,5,66,5
CINANGKA,UMBUL TANJUNG,KP. PASAURAN,RT006-RW002,0.832237036923,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,0,0,0,0,0,0,64,5,0,0,0,0,0,0,0,0,8,0,8,0,64,5,64,5,64,5,62,5
CINANGKA,UMBUL TANJUNG,KP. PASAURAN,RT007-RW003,1.26643067249,KAB/KOTA,22,KUMUH RINGAN,Kawasan Pesisir Barat,0,0,0,0,0,0,0,0,110,0,46,5,0,0,0,0,0,0,0,0,20,1,20,1,57,5,57,5,57,0,53,5
CIOMAS,SUKABARES,KP. SOBONG,RT004-RW002,0.638527996149,KAB/KOTA,30,KUMUH RINGAN,Kawasan Perkotaan Selatan,0,0,0,0,2,0,0,0,50,0,0,0,58,5,0,0,350,5,0,0,0,0,0,0,58,5,58,5,58,5,45,5
CIOMAS,SUKABARES,KP. SUKAMEKAR,RT006-RW003,1.43670434622,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Selatan,21,1,0,0,1,0,0,0,0,0,0,0,67,5,0,0,250,5,0,0,0,0,0,0,72,5,72,5,72,5,69,5
CIOMAS,SUKABARES,KP. SANEPA,RT007-RW004,1.77279426888,KAB/KOTA,16,KUMUH RINGAN,Kawasan Perkotaan Selatan,11,0,0,0,9,0,0,0,0,0,0,0,86,5,0,0,100,1,0,0,0,0,0,0,0,0,0,0,86,5,65,5
CIOMAS,SUKABARES,KP. SANEPA,RT009-RW005,1.84524962339,KAB/KOTA,21,KUMUH RINGAN,Kawasan Perkotaan Selatan,20,0,0,0,9,0,0,0,0,0,0,0,90,5,0,0,150,1,0,0,0,0,0,0,90,5,0,0,90,5,87,5
CIOMAS,SUKABARES,KP. SANEPA,RT010-RW005,2.72122139814,KAB/KOTA,22,KUMUH RINGAN,Kawasan Perkotaan Selatan,24,1,0,0,0,0,250,1,0,0,0,0,0,0,0,0,0,0,115,5,0,0,0,0,87,5,0,0,87,5,70,5
CIOMAS,SUKADANA,KP. CIMANUNGTUNG,RT012-RW004,2.07099614224,KAB/KOTA,32,KUMUH RINGAN,Kawasan Perkotaan Selatan,43,5,0,0,9,0,0,0,360,5,0,0,0,0,0,0,200,1,200,1,9,0,9,0,61,5,61,5,61,5,50,5
CIOMAS,SUKADANA,KP. TANGGUL,RT015-RW004,1.3278021317,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Selatan,65,5,0,0,8,0,0,0,370,3,0,0,0,0,0,0,600,3,250,0,0,0,8,0,78,5,78,5,78,5,65,5
CIRUAS,CIGELAM,KP.CIGELAM,RT001-RW001,2.62669827472,PROVINSI,35,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,50,5,0,0,0,0,0,0,500,3,67,5,0,0,0,0,150,1,150,1,0,0,0,0,67,5,67,5,67,5,50,5
CIRUAS,CIGELAM,KP.CIGELAM,RT002-RW001,1.9225375666,PROVINSI,32,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,50,5,0,0,9,0,0,0,750,3,63,5,0,0,0,0,150,1,200,3,0,0,0,0,63,5,63,5,63,0,50,5
CIRUAS,CIGELAM,KP.KESAMPANGAN,RT006-RW004,1.25105933073,PROVINSI,30,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,48,5,0,0,0,0,0,0,600,3,53,5,0,0,0,0,250,1,250,1,0,0,0,0,53,5,53,5,53,0,48,5
CIRUAS,CIGELAM,KP.KESAMPANGAN,RT007-RW004,4.08230978314,PROVINSI,35,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,48,5,0,0,48,5,0,0,500,3,55,5,0,0,0,0,250,1,250,1,0,0,0,0,55,5,55,5,55,0,48,5
CIRUAS,CIGELAM,KP.KAGULON,RT008-RW005,2.6419751851,PROVINSI,36,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,41,5,0,0,22,3,0,0,550,3,41,5,0,0,0,0,0,0,0,0,0,0,0,0,41,5,41,5,41,5,41,5
CIRUAS,CIGELAM,KP.KAGULON,RT009-RW005,2.34216578731,PROVINSI,34,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,33,5,0,0,14,1,0,0,600,3,34,5,0,0,0,0,0,0,0,0,0,0,0,0,34,5,34,5,34,5,33,5
CIRUAS,CIRUAS,KP. CEMBEH,RT001-RW001,1.4881342192,PROVINSI,37,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,28,3,0,0,46,5,0,0,400,1,39,3,0,0,0,0,500,5,0,0,13,0,13,0,68,5,68,5,68,5,50,5
CIRUAS,CIRUAS,KP. CEMBEH,RT002-RW001,3.36253549023,PROVINSI,44,KUMUH SEDANG,Kawasan Pusat Pemerintahan Baru ,43,5,0,0,46,5,0,0,340,0,68,5,0,0,0,0,1000,5,0,0,45,3,45,3,75,5,46,3,75,5,50,5
CIRUAS,CIRUAS,KP. CEMBEH,RT003-RW001,5.50064411626,PROVINSI,33,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,30,3,0,0,38,5,100,0,50,0,22,1,0,0,0,0,400,1,300,1,30,3,18,1,53,5,38,3,53,5,48,5
CIRUAS,CIRUAS,KP.CIWANDAN,RT005-RW002,1.87542694459,PROVINSI,24,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,9,0,0,0,24,3,0,0,1300,1,51,5,0,0,0,0,300,0,300,0,5,0,5,0,51,5,51,5,51,0,47,5
CIRUAS,PAMONG,KP. PAMONG,RT001-RW001,4.46707700166,PUSAT,19,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,15,0,0,0,4,0,0,0,1000,3,41,1,0,0,0,0,0,0,0,0,0,0,0,0,150,5,150,5,150,0,107,5
CIRUAS,PAMONG,KP. TANJUNGAN,RT002-RW001,2.91311257868,PUSAT,31,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,32,1,0,0,0,0,0,0,100,0,136,5,136,5,0,0,0,0,200,5,0,0,0,0,0,0,136,5,136,5,105,5
CIRUAS,PAMONG,KP. CURUG,RT003-RW002,5.35229903136,PUSAT,31,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,152,5,0,0,6,0,0,0,500,1,208,5,0,0,0,0,600,5,0,0,0,0,0,0,208,5,208,5,208,0,152,5
CIRUAS,PAMONG,KP. KESA,RT004-RW002,3.00230328312,PUSAT,26,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,67,1,0,0,0,0,0,0,120,0,0,0,197,5,0,0,0,0,500,5,0,0,0,0,0,0,197,5,197,5,156,5
CIRUAS,PAMONG,KP. PANJANGAN,RT005-RW002,2.65588532612,PUSAT,18,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,16,0,0,0,10,0,0,0,500,1,47,1,0,0,0,0,0,0,500,1,7,0,7,0,188,5,188,5,188,0,141,5
GUNUNGSARI,CIHERANG,KP. BALIMBING,RT002-RW001,2.99905414687,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,90,5,0,0,16,0,130,0,320,0,2,0,0,0,0,0,400,5,0,0,4,0,12,0,108,5,108,5,108,5,92,5
GUNUNGSARI,CIHERANG,KP. SIRANGGINANG,RT004-RW002,1.24002374252,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Barat Daya,8,0,0,0,8,0,0,0,180,1,0,0,0,0,0,0,300,5,0,0,0,0,0,0,43,5,43,5,43,5,40,5
GUNUNGSARI,CIHERANG,KP. SIPANJALIN,RT005-RW002,2.33037302771,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pesisir Barat Daya,1,0,0,0,3,0,0,0,240,1,49,5,0,0,0,0,600,5,0,0,2,0,2,0,49,5,49,5,49,5,50,5
GUNUNGSARI,CIHERANG,KP. PAJAGUNGAN,RT012-RW004,1.83208077132,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,11,0,0,0,2,0,0,0,60,0,57,5,0,0,0,0,400,5,0,0,0,0,0,0,57,5,57,5,57,5,54,5
GUNUNGSARI,CURUG SULANJANA,KP. KAKABU,RT002-RW001,1.22430858063,KAB/KOTA,35,KUMUH RINGAN,Kawasan Pesisir Barat Daya,39,5,0,0,32,5,0,0,0,0,0,0,55,5,0,0,0,0,0,0,5,0,5,0,55,5,55,5,55,5,39,5
GUNUNGSARI,CURUG SULANJANA,KP. KAKABU,RT003-RW001,0.981926425923,KAB/KOTA,35,KUMUH RINGAN,Kawasan Pesisir Barat Daya,41,5,0,0,5,0,0,0,100,0,54,5,54,5,0,0,0,0,0,0,5,0,5,0,54,5,54,5,54,5,41,5
GUNUNGSARI,CURUG SULANJANA,KP. KAKABU,RT004-RW001,1.1380524024,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pesisir Barat Daya,4,0,0,0,11,1,0,0,0,0,51,5,45,5,0,0,0,0,0,0,8,0,8,0,51,5,51,5,51,5,43,5
GUNUNGSARI,CURUG SULANJANA,KP. KAKABU,RT005-RW001,0.947747861627,KAB/KOTA,28,KUMUH RINGAN,Kawasan Pesisir Barat Daya,37,5,0,0,6,0,0,0,50,0,0,0,37,3,0,0,0,0,0,0,7,0,7,0,53,5,53,5,53,5,37,5
GUNUNGSARI,CURUG SULANJANA,KP. KAKABU,RT006-RW001,1.44707695413,KAB/KOTA,40,KUMUH SEDANG,Kawasan Pesisir Barat Daya,56,5,0,0,5,0,0,0,0,0,72,5,72,5,0,0,0,0,300,5,0,0,0,0,72,5,72,5,72,5,56,5
GUNUNGSARI,CURUG SULANJANA,KP. BALEBER,RT008-RW002,1.82271257777,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,67,5,0,0,2,0,0,0,150,0,99,5,1,0,0,0,0,0,0,0,0,0,0,0,99,5,99,5,99,5,67,5
GUNUNGSARI,CURUG SULANJANA,KP. BALEBER,RT009-RW002,1.11092116525,KAB/KOTA,28,KUMUH RINGAN,Kawasan Pesisir Barat Daya,2,0,0,0,9,0,0,0,240,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,48,5,48,5,48,5,38,5
GUNUNGSARI,GUNUNGSARI,KP. GUNUNG SARI,RT001-RW001,3.22947358141,KAB/KOTA,35,KUMUH RINGAN,Kawasan Pesisir Barat Daya,0,0,0,0,19,0,0,0,800,5,100,5,0,0,0,0,200,5,0,0,0,0,0,0,100,5,100,5,100,5,84,5
GUNUNGSARI,GUNUNGSARI,KP. GUNUNG SARI,RT002-RW001,1.41023024071,KAB/KOTA,33,KUMUH RINGAN,Kawasan Pesisir Barat Daya,0,0,0,0,7,0,0,0,395,3,58,5,0,0,0,0,250,5,0,0,0,0,0,0,58,5,58,5,58,5,48,5
GUNUNGSARI,KADU AGUNG,KP. BOJONG,RT001-RW001,2.44014990006,KAB/KOTA,36,KUMUH RINGAN,Kawasan Pesisir Barat Daya,61,5,0,0,8,0,0,0,1100,1,0,0,76,5,0,0,800,5,0,0,0,0,0,0,76,5,76,5,76,5,61,5
GUNUNGSARI,KADU AGUNG,KP. BOJONG SELER,RT002-RW001,2.23386461147,KAB/KOTA,31,KUMUH RINGAN,Kawasan Pesisir Barat Daya,9,0,0,0,6,0,0,0,700,1,0,0,90,5,0,0,1300,5,0,0,6,0,12,0,90,5,90,5,90,5,72,5
GUNUNGSARI,LUWUK,KP. LUWUK,RT001-RW003,1.89323223128,KAB/KOTA,37,KUMUH RINGAN,Kawasan Pesisir Barat Daya,22,1,0,0,33,1,0,0,1500,5,86,5,0,0,0,0,1500,5,0,0,12,0,12,0,86,5,86,5,86,5,68,5
GUNUNGSARI,TAMIANG,KP. PASIR BUAH,RT005-RW002,2.75148521273,KAB/KOTA,32,KUMUH RINGAN,Kawasan Pesisir Barat Daya,1,0,0,0,31,1,0,0,560,3,115,5,24,0,0,0,517,3,100,0,2,0,2,0,128,5,128,5,128,5,87,5
GUNUNGSARI,TAMIANG,KP. JAMBU,RT006-RW002,3.35027565906,KAB/KOTA,27,KUMUH RINGAN,Kawasan Pesisir Barat Daya,19,0,0,0,36,1,0,0,230,1,22,0,22,0,0,0,250,5,0,0,1,0,1,0,112,5,112,5,112,5,86,5
JAWILAN,JUNTI,KP. JUNTI,RT005-RW002,2.04296125254,KAB/KOTA,27,KUMUH RINGAN,Kawasan Perkotaan Timur,12,1,0,0,3,0,0,0,200,1,43,5,0,0,0,0,0,0,600,5,3,0,3,0,46,5,46,5,46,0,40,5
JAWILAN,JUNTI,KP. PASIR/JERUK MAUNG,RT006-RW003,2.20802992054,KAB/KOTA,34,KUMUH RINGAN,Kawasan Perkotaan Timur,30,1,0,0,13,0,0,0,800,3,98,5,0,0,0,0,0,0,950,5,9,0,11,0,111,5,111,5,111,5,79,5
JAWILAN,PAGINTUNGAN,KP. TIPAR,RT004-RW002,1.24463636653,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,23,1,0,0,5,0,0,0,450,5,63,5,0,0,0,0,0,0,300,5,5,0,5,0,70,5,70,5,70,0,47,5
JAWILAN,PAGINTUNGAN,KP. TIPAR,RT005-RW002,2.3966399366,KAB/KOTA,34,KUMUH RINGAN,Kawasan Perkotaan Timur,49,1,0,0,9,0,0,0,500,3,124,5,0,0,0,0,0,0,700,5,6,0,6,0,132,5,132,5,132,5,100,5
JAWILAN,PAGINTUNGAN,KP. TIPAR,RT006-RW002,1.64146792772,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,33,3,0,0,9,0,0,0,500,3,87,5,0,0,0,0,0,0,700,5,11,0,11,0,87,5,87,5,87,0,60,5
